director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Dennis Dugan,Jonathan Loughran,Rachel Specter,Mario Joyner,Comedy  Romance,just go with it,Jonathan Loughran Rachel Specter Mario Joyner Dennis Dugan Comedy  Romance
Victor Fleming,Billie Burke,Harry Earles,Mitchell Lewis,Adventure  Fantasy  Family,the wizard of oz,Billie Burke Harry Earles Mitchell Lewis Victor Fleming Adventure  Fantasy  Family
Ron Clements,Randy Newman,John Goodman,Kevin Michael Richardson,Animation  Romance  Fantasy  Family,the princess and the frog,Randy Newman John Goodman Kevin Michael Richardson Ron Clements Animation  Romance  Fantasy  Family
Eric Goldberg,John Kassir,Russell Means,Jim Cummings,Adventure  Animation  Family  Romance,pocahontas,John Kassir Russell Means Jim Cummings Eric Goldberg Adventure  Animation  Family  Romance
Andrew Stanton,Myriam Acharki,Emily Tierney,Thomas Haden Church,Action  Adventure  Science Fiction,john carter,Myriam Acharki Emily Tierney Thomas Haden Church Andrew Stanton Action  Adventure  Science Fiction
Brad Anderson,Norman Bell,Aitana Sánchez-Gijón,Craig Stevenson,Thriller  Drama,the machinist,Norman Bell Aitana Sánchez-Gijón Craig Stevenson Brad Anderson Thriller  Drama
Guy Ritchie,Katie McGrath,Rebecca Calder,Oliver Barker,Action  Drama  Fantasy,king arthur: legend of the sword,Katie McGrath Rebecca Calder Oliver Barker Guy Ritchie Action  Drama  Fantasy
Wes Anderson,Adrien Brody,Bill Murray,Brian Cox,Adventure  Animation  Comedy  Family,fantastic mr. fox,Adrien Brody Bill Murray Brian Cox Wes Anderson Adventure  Animation  Comedy  Family
David Hand,Otis Harlan,Sterling Holloway,John Sutherland,Animation  Drama  Family,bambi,Otis Harlan Sterling Holloway John Sutherland David Hand Animation  Drama  Family
J Blakeson,Matthew Zuk,Maika Monroe,Charmin Lee,Science Fiction  Adventure  Action,the 5th wave,Matthew Zuk Maika Monroe Charmin Lee J Blakeson Science Fiction  Adventure  Action
Guy Ritchie,Rebecca Calder,Sam Shoubber,Eve Macklin,Thriller  Crime  Drama,wrath of man,Rebecca Calder Sam Shoubber Eve Macklin Guy Ritchie Thriller  Crime  Drama
Tate Taylor,Rachel Christopher,Danielle M. Williamson,Nathan Shapiro,Crime  Mystery  Thriller,the girl on the train,Rachel Christopher Danielle M. Williamson Nathan Shapiro Tate Taylor Crime  Mystery  Thriller
Orson Welles,Carl Faulkner,Irving Mitchell,Mike Lally,Mystery  Drama,citizen kane,Carl Faulkner Irving Mitchell Mike Lally Orson Welles Mystery  Drama
Michael Curtiz,Adolph Faylauer,Victor Romito,Max Linder,Drama  Romance,casablanca,Adolph Faylauer Victor Romito Max Linder Michael Curtiz Drama  Romance
Mark Mylod,Judith Light,Matthew Cornwell,Arturo Castro,Comedy  Horror  Thriller,the menu,Judith Light Matthew Cornwell Arturo Castro Mark Mylod Comedy  Horror  Thriller
David F. Sandberg,Tyler A. Johnson,Kerry O'Malley,Annabelle Wallis,Horror,annabelle: creation,Tyler A. Johnson Kerry O'Malley Annabelle Wallis David F. Sandberg Horror
Sergio Leone,Estelle Harris,Tuesday Weld,Gerritt Debeer,Drama  Crime,once upon a time in america,Estelle Harris Tuesday Weld Gerritt Debeer Sergio Leone Drama  Crime
Tom Hooper,Issy van Randwyck,Alicia Vikander,Tusse Silberg,Drama,the danish girl,Issy van Randwyck Alicia Vikander Tusse Silberg Tom Hooper Drama
Scott Derrickson,Juliet Rylance,Michael Hall D'Addario,Ethan Hawke,Horror  Thriller  Mystery,sinister,Juliet Rylance Michael Hall D'Addario Ethan Hawke Scott Derrickson Horror  Thriller  Mystery
David Ayer,Joe Rogan,Carlos Linares,Shawnda Thomas,Fantasy  Action  Crime  Thriller,bright,Joe Rogan Carlos Linares Shawnda Thomas David Ayer Fantasy  Action  Crime  Thriller
F. Gary Gray,Scott Adsit,Jason Statham,John Alden,Action  Crime,the italian job,Scott Adsit Jason Statham John Alden F. Gary Gray Action  Crime
Peter Sohn,Jack McGraw,Calum Grant,David Boat,Adventure  Animation  Family,the good dinosaur,Jack McGraw Calum Grant David Boat Peter Sohn Adventure  Animation  Family
Jerry Zucker,Augie Blunt,Susan Breslau,Charlotte Zucker,Fantasy  Drama  Thriller  Mystery  Romance,ghost,Augie Blunt Susan Breslau Charlotte Zucker Jerry Zucker Fantasy  Drama  Thriller  Mystery  Romance
Ridley Scott,Melissia Hill,Chiwetel Ejiofor,Larry Mitchell,Drama  Crime,american gangster,Melissia Hill Chiwetel Ejiofor Larry Mitchell Ridley Scott Drama  Crime
Justin Baldoni,Gary Weeks,Todd Terry,Keianna Nutley,Romance  Drama,five feet apart,Gary Weeks Todd Terry Keianna Nutley Justin Baldoni Romance  Drama
Marc Webb,John Finn,Karleigh Chase,Joe Chrest,Drama  Comedy,gifted,John Finn Karleigh Chase Joe Chrest Marc Webb Drama  Comedy
Antoine Fuqua,Liam McNeill,Jonathan Scarfe,Gerry Pucci,Action  Thriller  Crime,the equalizer 2,Liam McNeill Jonathan Scarfe Gerry Pucci Antoine Fuqua Action  Thriller  Crime
Larry Charles,Pamela Anderson,Bob Barr,Alan Keyes,Comedy,borat: cultural learnings of america for make benefit glorious nation of kazakhstan,Pamela Anderson Bob Barr Alan Keyes Larry Charles Comedy
Phillip Noyce,Vladimir Troitsky,Greg Kelly,Peter Weireter,Action  Mystery  Thriller,salt,Vladimir Troitsky Greg Kelly Peter Weireter Phillip Noyce Action  Mystery  Thriller
Yorgos Lanthimos,Joe Alwyn,Mark Gatiss,Hana McDowell,History  Comedy  Drama,the favourite,Joe Alwyn Mark Gatiss Hana McDowell Yorgos Lanthimos History  Comedy  Drama
Peter Berg,Dustin Watchman,Barack Obama,Leonard Rogers,Thriller  Action  Adventure  Science Fiction,battleship,Dustin Watchman Barack Obama Leonard Rogers Peter Berg Thriller  Action  Adventure  Science Fiction
Michael Bay,J.D. Walsh,Michael Bay,Renee Reilly,Action  Crime  Comedy,bad boys ii,J.D. Walsh Michael Bay Renee Reilly Michael Bay Action  Crime  Comedy
Michael Apted,Laurence Coy,David Vallon,Catarina Hebbard,Adventure  Family  Fantasy,the chronicles of narnia: the voyage of the dawn treader,Laurence Coy David Vallon Catarina Hebbard Michael Apted Adventure  Family  Fantasy
Len Wiseman,Steve Byers,Philip Moran,Miranda Jade,Action  Science Fiction  Thriller,total recall,Steve Byers Philip Moran Miranda Jade Len Wiseman Action  Science Fiction  Thriller
John Woo,John Bloom,Tom Reynolds,CCH Pounder,Action  Crime  Science Fiction,face/off,John Bloom Tom Reynolds CCH Pounder John Woo Action  Crime  Science Fiction
Edgar Wright,Paul Kennington,Sophie Evans,Flora Slorach,Comedy  Action  Science Fiction,the world's end,Paul Kennington Sophie Evans Flora Slorach Edgar Wright Comedy  Action  Science Fiction
Jeff Fowler,Cheryl Lewis,Jared Khalifa,Corry Glass,Action  Adventure  Family  Comedy,sonic the hedgehog 2,Cheryl Lewis Jared Khalifa Corry Glass Jeff Fowler Action  Adventure  Family  Comedy
Tim Burton,Rebeca Silva,Josh Philip Weinstein,C. Wayne Owens,Comedy  Fantasy  Science Fiction,mars attacks!,Rebeca Silva Josh Philip Weinstein C. Wayne Owens Tim Burton Comedy  Fantasy  Science Fiction
Ron Howard,Ben Marley,Joseph Culp,Taylor Goodall,Drama  History,apollo 13,Ben Marley Joseph Culp Taylor Goodall Ron Howard Drama  History
José Padilha,Steve Cumyn,Evan Stern,Jackie Earle Haley,Science Fiction  Action  Crime,robocop,Steve Cumyn Evan Stern Jackie Earle Haley José Padilha Science Fiction  Action  Crime
Darren Lynn Bousman,Franky G,Tobin Bell,Emmanuelle Vaugier,Horror,saw ii,Franky G Tobin Bell Emmanuelle Vaugier Darren Lynn Bousman Horror
Michael Bay,Chris Ellis,Steve Buscemi,Trent Ford,Action  Thriller  Science Fiction  Adventure,the island,Chris Ellis Steve Buscemi Trent Ford Michael Bay Action  Thriller  Science Fiction  Adventure
Chris Sanders,Isabelle Tupin,Alexandra Novelle,Max Mittelman,Animation  Science Fiction  Family  Adventure  Drama,the wild robot,Isabelle Tupin Alexandra Novelle Max Mittelman Chris Sanders Animation  Science Fiction  Family  Adventure  Drama
Antoine Fuqua,Naomie Harris,Victor Ortiz,Clare Foley,Action  Drama,southpaw,Naomie Harris Victor Ortiz Clare Foley Antoine Fuqua Action  Drama
Martin Scorsese,Emma Campbell,Lisa Bronwyn Moore,Sebastian Tillinger,Drama,the aviator,Emma Campbell Lisa Bronwyn Moore Sebastian Tillinger Martin Scorsese Drama
Wally Pfister,John Trejo,Richard Daniel Williams,Rebecca Hall,Thriller  Science Fiction  Drama  Mystery,transcendence,John Trejo Richard Daniel Williams Rebecca Hall Wally Pfister Thriller  Science Fiction  Drama  Mystery
Louis Leterrier,Cyril Raffaelli,Alfred Lot,Didier Saint Melin,Action  Crime  Thriller,the transporter,Cyril Raffaelli Alfred Lot Didier Saint Melin Louis Leterrier Action  Crime  Thriller
Steven Caple Jr.,Robert Sale,Oliver Burbage,Neil Baltus,Drama  Action,creed ii,Robert Sale Oliver Burbage Neil Baltus Steven Caple Jr. Drama  Action
Jon M. Chu,Terry Dale Parks,Mikal Vega,Grant Goodman,Action  Science Fiction  Adventure  Thriller,g.i. joe: retaliation,Terry Dale Parks Mikal Vega Grant Goodman Jon M. Chu Action  Science Fiction  Adventure  Thriller
Steven Spielberg,Abraham Justice,Mackenzie Crook,Nick Frost,Adventure  Animation  Mystery,the adventures of tintin,Abraham Justice Mackenzie Crook Nick Frost Steven Spielberg Adventure  Animation  Mystery
Coralie Fargeat,Hillary Sukhonos,Rebecca Lafont,Ryan Chidester,Horror  Science Fiction  Thriller,the substance,Hillary Sukhonos Rebecca Lafont Ryan Chidester Coralie Fargeat Horror  Science Fiction  Thriller
Todd Phillips,Haji Abdullah,Joseph Harold,Charlie Sheen,Comedy  Drama,due date,Haji Abdullah Joseph Harold Charlie Sheen Todd Phillips Comedy  Drama
Domee Shi,Violet Grace Schaffer,Evan Agos,Ian James Corlett,Animation  Family  Comedy  Fantasy,turning red,Violet Grace Schaffer Evan Agos Ian James Corlett Domee Shi Animation  Family  Comedy  Fantasy
Aaron Blaise,Angayuqaq Oscar Kawagley,Mickie McGowan,Bumper Robinson,Adventure  Animation  Family,brother bear,Angayuqaq Oscar Kawagley Mickie McGowan Bumper Robinson Aaron Blaise Adventure  Animation  Family
Florian Henckel von Donnersmarck,Ralf Moeller,Massimiliano Belsito,Tino Giada,Action  Thriller  Romance,the tourist,Ralf Moeller Massimiliano Belsito Tino Giada Florian Henckel von Donnersmarck Action  Thriller  Romance
Alex Proyas,Tamara Donnellan,Jim Knobeloch,Angie Diaz,Action  Mystery  Science Fiction  Thriller,knowing,Tamara Donnellan Jim Knobeloch Angie Diaz Alex Proyas Action  Mystery  Science Fiction  Thriller
Scott Derrickson,Reagan Shumate,Troy Rudeseal,Parrish Stikeleather,Horror  Thriller,the black phone,Reagan Shumate Troy Rudeseal Parrish Stikeleather Scott Derrickson Horror  Thriller
Wilfred Jackson,Bill Thompson,Paul Collins,Carol Coombs,Animation  Family  Adventure  Fantasy,peter pan,Bill Thompson Paul Collins Carol Coombs Wilfred Jackson Animation  Family  Adventure  Fantasy
Frank Darabont,Mike Martindale,Louis Herthum,Taylor E. Brown,Horror  Science Fiction  Thriller,the mist,Mike Martindale Louis Herthum Taylor E. Brown Frank Darabont Horror  Science Fiction  Thriller
Peyton Reed,Jamie Sai,Dey Young,Tess Aubert,Action  Adventure  Science Fiction,ant-man and the wasp: quantumania,Jamie Sai Dey Young Tess Aubert Peyton Reed Action  Adventure  Science Fiction
Francis Ford Coppola,Gary Oldman,Sadie Frost,Cary Elwes,Romance  Horror,bram stoker's dracula,Gary Oldman Sadie Frost Cary Elwes Francis Ford Coppola Romance  Horror
Taylor Sheridan,Eric Lange,Tara Karsian,Tokala Black Elk,Crime  Mystery  Drama  Thriller,wind river,Eric Lange Tara Karsian Tokala Black Elk Taylor Sheridan Crime  Mystery  Drama  Thriller
Jaume Collet-Serra,Beth Dixon,Hank Sheinkopf,Corey Hawkins,Action  Thriller  Mystery,non-stop,Beth Dixon Hank Sheinkopf Corey Hawkins Jaume Collet-Serra Action  Thriller  Mystery
Martin Brest,Marylouise Burke,Leo Marks,June Squibb,Fantasy  Drama  Romance,meet joe black,Marylouise Burke Leo Marks June Squibb Martin Brest Fantasy  Drama  Romance
Kevin Lima,Don Percassi,Richard Branker,Joan Jaffe,Comedy  Family  Fantasy  Romance,enchanted,Don Percassi Richard Branker Joan Jaffe Kevin Lima Comedy  Family  Fantasy  Romance
Martin McDonagh,Rudy Blomme,Ralph Fiennes,Ran Yaniv,Comedy  Drama  Crime,in bruges,Rudy Blomme Ralph Fiennes Ran Yaniv Martin McDonagh Comedy  Drama  Crime
Joel Coen,Jeff Bridges,Ty Mitchell,Orlando Storm Smart,Drama  Adventure  Western,true grit,Jeff Bridges Ty Mitchell Orlando Storm Smart Joel Coen Drama  Adventure  Western
Steven Spielberg,Amber Scott,Mary Bond Davis,Gary Epper,Adventure  Fantasy  Comedy  Family,hook,Amber Scott Mary Bond Davis Gary Epper Steven Spielberg Adventure  Fantasy  Comedy  Family
Josh Trank,Ashley Peldon,Allen Irwin,Nicole Bailey,Science Fiction  Drama  Thriller,chronicle,Ashley Peldon Allen Irwin Nicole Bailey Josh Trank Science Fiction  Drama  Thriller
Wes Craven,Jack Shea,Don Hannah,Ed Call,Horror,a nightmare on elm street,Jack Shea Don Hannah Ed Call Wes Craven Horror
Paul Verhoeven,Kurtwood Smith,Miguel Ferrer,John Landis,Action  Thriller  Science Fiction,robocop,Kurtwood Smith Miguel Ferrer John Landis Paul Verhoeven Action  Thriller  Science Fiction
Bennett Miller,Tom Gamboa,Robert Ninfo,Joe Provost,Drama,moneyball,Tom Gamboa Robert Ninfo Joe Provost Bennett Miller Drama
Damien Chazelle,Edmund Grant,Pablo Schreiber,Jamie Anne Allman,History  Drama,first man,Edmund Grant Pablo Schreiber Jamie Anne Allman Damien Chazelle History  Drama
F. Gary Gray,Towanda Underdue,Emerald-Angel Young,Gregory Itzin,Drama  Crime  Thriller,law abiding citizen,Towanda Underdue Emerald-Angel Young Gregory Itzin F. Gary Gray Drama  Crime  Thriller
Hamilton Luske,Lee Millar,Jerry Mann,Larry Roberts,Family  Animation  Romance  Adventure  Comedy,lady and the tramp,Lee Millar Jerry Mann Larry Roberts Hamilton Luske Family  Animation  Romance  Adventure  Comedy
Jaume Collet-Serra,Mustafa Abdelkarim,Andrew Shaver,CCH Pounder,Horror  Thriller,orphan,Mustafa Abdelkarim Andrew Shaver CCH Pounder Jaume Collet-Serra Horror  Thriller
Don Bluth,John Cusack,Jim Cummings,Jonathan Dokuchitz,Animation  Family  Fantasy  Adventure,anastasia,John Cusack Jim Cummings Jonathan Dokuchitz Don Bluth Animation  Family  Fantasy  Adventure
Tim Miller,Tom Hopper,Georgia Simon,Mikey Bharj,Science Fiction  Action  Adventure  Thriller,terminator: dark fate,Tom Hopper Georgia Simon Mikey Bharj Tim Miller Science Fiction  Action  Adventure  Thriller
Tony Scott,Giancarlo Giannini,Rubén Santana,Sparkle,Action  Drama  Thriller,man on fire,Giancarlo Giannini Rubén Santana Sparkle Tony Scott Action  Drama  Thriller
David Frankel,Benjamin Snyder,Elia Monte-Brown,Suzy Jane Hunt,Drama  Romance,collateral beauty,Benjamin Snyder Elia Monte-Brown Suzy Jane Hunt David Frankel Drama  Romance
Guillermo del Toro,Justin Pierre,Clive Llewellyn,Jamie Wilson,Fantasy  Action,hellboy ii: the golden army,Justin Pierre Clive Llewellyn Jamie Wilson Guillermo del Toro Fantasy  Action
Tom Hooper,Sebastian Sykes,Andrea Deck,Sophie Huchinson,History  Drama,les misérables,Sebastian Sykes Andrea Deck Sophie Huchinson Tom Hooper History  Drama
Brett Ratner,Ken Lo Wai-Kwong,Manny Perry,Stuart W. Yee,Action  Comedy  Crime,rush hour,Ken Lo Wai-Kwong Manny Perry Stuart W. Yee Brett Ratner Action  Comedy  Crime
Nancy Meyers,Bill Macy,Jamie McCall,Jay Simpson,Comedy  Romance,the holiday,Bill Macy Jamie McCall Jay Simpson Nancy Meyers Comedy  Romance
Quentin Tarantino,Sydney Tamiia Poitier,Melissa Arcaro,Chris King,Action  Thriller,death proof,Sydney Tamiia Poitier Melissa Arcaro Chris King Quentin Tarantino Action  Thriller
Mikael Håfström,Vincent D'Onofrio,Michael Papajohn,Tim Bell,Action  Thriller,escape plan,Vincent D'Onofrio Michael Papajohn Tim Bell Mikael Håfström Action  Thriller
Joel Schumacher,Gary Kasper,Erik Cord,Timothy Guest,Action  Crime  Fantasy,batman forever,Gary Kasper Erik Cord Timothy Guest Joel Schumacher Action  Crime  Fantasy
Vince Gilligan,Chris Bylsma,Michael Bofshever,Brendan Sexton III,Crime  Drama  Thriller,el camino: a breaking bad movie,Chris Bylsma Michael Bofshever Brendan Sexton III Vince Gilligan Crime  Drama  Thriller
Edward Zwick,Scott Cohen,Brooke Miyasaki,Chris A. Riskus,Drama  Comedy  Romance,love & other drugs,Scott Cohen Brooke Miyasaki Chris A. Riskus Edward Zwick Drama  Comedy  Romance
Ben Affleck,Jimmy Joe Maher,Jonathon Frost,Jeremy Renner,Crime  Drama  Thriller,the town,Jimmy Joe Maher Jonathon Frost Jeremy Renner Ben Affleck Crime  Drama  Thriller
Gary Winick,Kathy Baker,Madeline Sprung-Keyser,Kevin Alexander Stea,Comedy  Fantasy  Romance,13 going on 30,Kathy Baker Madeline Sprung-Keyser Kevin Alexander Stea Gary Winick Comedy  Fantasy  Romance
Elizabeth Banks,Gralen Bryant Banks,Dylan Cheek,Hariharan Ravi,Comedy  Music,pitch perfect 2,Gralen Bryant Banks Dylan Cheek Hariharan Ravi Elizabeth Banks Comedy  Music
Zhang Yimou,Pedro Pascal,Johnny Cicco,Karry Wang,Action  Adventure  Fantasy,the great wall,Pedro Pascal Johnny Cicco Karry Wang Zhang Yimou Action  Adventure  Fantasy
Nikolaj Arcel,Claudia Kim,Charlize Churcher,Sara Cicilian,Fantasy  Action  Science Fiction,the dark tower,Claudia Kim Charlize Churcher Sara Cicilian Nikolaj Arcel Fantasy  Action  Science Fiction
Jon Turteltaub,Alicia Coppola,Frank Herzog,Timothy V. Murphy,Action  Adventure  Mystery  Thriller,national treasure: book of secrets,Alicia Coppola Frank Herzog Timothy V. Murphy Jon Turteltaub Action  Adventure  Mystery  Thriller
Jean-Pierre Jeunet,Nicholas Talone,David Rowe,Daniel Raymont,Science Fiction  Horror  Action,alien resurrection,Nicholas Talone David Rowe Daniel Raymont Jean-Pierre Jeunet Science Fiction  Horror  Action
